county,year,crmrte,prbarr,polpc
37,83,.019030301,.30711001,.00112282
37,84,.019614501,.30333799,.0012526
37,85,.020701099,.37154701,.00122948
37,86,.025280699,.336689,.0012725201
37,87,.022601699,.32186699,.0013050101
39,81,.0158129,.291803,.00114061
39,82,.0188128,.258856,.00112774
39,83,.0168941,.3003,.00116686
39,84,.0142249,.29929599,.00100175
39,85,.0130587,.28682199,.00111353
39,86,.0113079,.20354,.0010007001
39,87,.0119154,.30833301,.00119154
41,81,.0365365,.389247,.00172861
41,82,.030453701,.42346901,.00170914
41,83,.022066699,.463415,.00176841
41,84,.015893901,.463415,.0017056901
41,85,.0125242,.54938298,.0016235
41,86,.0246998,.33230799,.00174799
41,87,.025771299,.307246,.00149399
45,81,.034485199,.21687999,.00115706
45,82,.031972699,.219476,.00114399
45,83,.0351112,.229739,.0011405899
45,84,.0376378,.238544,.00118135
45,85,.038539998,.21578901,.00118126
45,86,.0312755,.278193,.00119123
45,87,.036280699,.202627,.00121531
47,81,.031919301,.302526,.00190768
47,82,.030520501,.336927,.00189211
47,83,.029126801,.210342,.00193365
47,84,.0296451,.17886201,.00190805
47,85,.029345199,.235624,.0020167099
47,86,.031931002,.18884701,.00192234
47,87,.031362299,.182927,.0012812699
49,81,.035938099,.270776,.0011918599
49,82,.0361096,.31041199,.0013467401
49,83,.0359286,.27262399,.0014828501
49,84,.031902399,.326141,.00150907
49,85,.030183,.32288799,.00153519
49,86,.032014702,.25311199,.00147453
49,87,.0374979,.26442,.00148532
51,81,.063090399,.201316,.0014254299
51,82,.062867098,.22379901,.00148828
51,83,.060056001,.214351,.00143772
51,84,.059176199,.1901,.0014549301
51,85,.071239203,.171519,.00165941
51,86,.070421398,.166131,.00149559
51,87,.088384897,.155248,.00190802
53,81,.019666901,.25225201,.00088589999
53,82,.019970199,.184211,.00096347998
53,83,.0222781,.21789899,.00086685002
53,84,.0138866,.228916,.00092019001
53,85,.017084699,.159091,.00085423997
53,86,.0138049,.33707899,.00093067001
53,87,.0140655,.30319101,.00112225
55,81,.039749801,.143426,.0032464999
55,82,.046739198,.16415399,.0032881901
55,83,.053084299,.134307,.0033323001
55,84,.0504352,.180501,.00299023
55,85,.063523099,.202885,.0036037101
55,86,.074754998,.25756401,.0040596202
55,87,.079016298,.224628,.0040096198
57,81,.036801301,.205165,.0013775399
57,82,.0312481,.28193101,.0013447501
57,83,.0290823,.27515399,.00130525
57,84,.0258322,.29058999,.00135238
57,85,.025989801,.30367199,.00134119
57,86,.027782001,.29142499,.00138189
57,87,.0300216,.222002,.00136191
59,81,.0183936,.257642,.00104418
59,82,.016081,.209877,.00099265005
59,83,.0159541,.23399,.00106099
59,84,.0160226,.30117601,.00109331
59,85,.015923999,.23165099,.00087654998
59,86,.0193287,.79626203,.00104773
59,87,.0233327,.227753,.00119655
61,81,.0248057,.1917,.00125009
61,82,.0225081,.27978101,.00132835
61,83,.017748499,.41152301,.0015338199
61,84,.016991699,.39652699,.0013770401
61,85,.0179394,.495924,.00136495
61,86,.0215632,.343537,.00149133
61,87,.023367699,.398119,.00141622
63,81,.081302203,.157454,.0022306
63,82,.078585699,.155625,.0024576201
63,83,.0760822,.140742,.0025921799
63,84,.073959,.12898,.0027058199
63,85,.0703023,.142794,.0023204801
63,86,.069060303,.113018,.00237625
63,87,.070659898,.13322499,.00237609
65,81,.054168001,.13033199,.00102688
65,82,.0524684,.158604,.00101528
65,83,.045880299,.15526,.00098687003
65,84,.048133101,.13599101,.00105807
65,85,.060341801,.31175801,.00065692997
65,86,.0636435,.286722,.00065002998
65,87,.065880097,.28733,.00185739
67,81,.061913799,.185028,.00173658
67,82,.062311102,.20316,.00196911
67,83,.059356801,.205525,.0019843699
67,84,.051855601,.22027101,.0019538701
67,85,.0475793,.222561,.00200487
67,86,.057353798,.201052,.0020075999
67,87,.061417699,.217215,.0021774699
69,81,.0151278,.43018001,.00109029
69,82,.0125657,.466488,.00101065
69,83,.0140695,.46919399,.00103354
69,84,.012961,.49238601,.00108556
69,85,.0123078,.38630101,.00111276
69,86,.016680099,.30483299,.00102313
69,87,.017315799,.28350499,.00107108
71,81,.0578315,.200021,.00178992
71,82,.067442,.17952199,.001957
71,83,.060988698,.162985,.00198682
71,84,.058578201,.168659,.00190892
71,85,.0571815,.219947,.00191111
71,86,.055521801,.24946301,.00194886
71,87,.054406099,.243119,.00207028
77,81,.032136898,.214431,.00222084
77,82,.038083199,.213855,.0021507801
77,83,.034796901,.233279,.00229898
77,84,.0352097,.278521,.0023824
77,85,.039852101,.20637099,.00240106
77,86,.043258902,.17969701,.0024002399
77,87,.0441957,.19087601,.0024671101
79,81,.018777,.33223701,.00123533
79,82,.016629901,.29875499,.00138007
79,83,.0137267,.228856,.0011609599
79,84,.0115195,.35714301,.0013028
79,85,.0118946,.31632701,.00115305
79,86,.0112693,.241935,.00102999
79,87,.015675901,.411538,.00102496
81,81,.063468002,.25920999,.00217296
81,82,.059760898,.28001899,.0020898399
81,83,.0524466,.28878,.0022390401
81,84,.048507001,.28109899,.0022974
81,85,.052731901,.30937999,.00227054
81,86,.057052199,.282828,.00226855
81,87,.060449801,.30021501,.0024356199
83,81,.0314616,.406452,.00156847
83,82,.0315983,.40819901,.0015142401
83,83,.0265988,.45523399,.00152045
83,84,.0268714,.34989899,.00155201
83,85,.0289042,.398487,.0016037601
83,86,.0265029,.45516801,.00141494
83,87,.031575199,.45639399,.00138532
85,81,.038318101,.229671,.00139218
85,82,.044832598,.20760199,.00134367
85,83,.041159201,.21355399,.00144333
85,84,.0354902,.232747,.00139271
85,85,.037228402,.203632,.0014163801
85,86,.041919999,.18970101,.00141268
85,87,.0490712,.14613201,.0014373
87,81,.024967199,.271804,.00147985
87,82,.0294296,.25355101,.0014422199
87,83,.0292305,.264685,.00142739
87,84,.0299963,.26417699,.00149359
87,85,.030208901,.28461501,.00149988
87,86,.0235257,.26708099,.00169085
87,87,.028678101,.21510801,.0016918
89,81,.026827799,.34152499,.00092975999
89,82,.029065199,.26797,.00106968
89,83,.0266806,.27030399,.00107516
89,84,.022288101,.340877,.00124523
89,85,.0268714,.28710601,.00121653
89,86,.0286617,.229837,.00123893
89,87,.0283836,.296646,.00126447
91,81,.032788299,.341398,.00145432
91,82,.0339434,.36456999,.00148148
91,83,.028893,.335821,.00155246
91,84,.0292986,.34513301,.00138283
91,85,.0265877,.281201,.00142809
91,86,.0315165,.35411099,.00146297
91,87,.038426299,.34307399,.00162189
93,81,.037114099,.33246401,.00135488
93,82,.031241,.31852999,.00133958
93,83,.029215399,.327391,.00132582
93,84,.033659499,.31628501,.0013137599
93,85,.031373601,.30878201,.00137759
93,86,.0384803,.317552,.00151078
93,87,.036222201,.338902,.00142641
97,81,.0417355,.29268301,.00154487
97,82,.042779699,.26709101,.0015511001
97,83,.036349598,.245003,.0014530499
97,84,.0345321,.33591601,.00151252
97,85,.035918001,.27065301,.00154709
97,86,.0408816,.24081901,.00152432
97,87,.0334506,.30223101,.00152665
99,81,.0186696,.117886,.00144196
99,82,.019846899,.14177699,.0010505
99,83,.0155948,.059523799,.00144809
99,84,.0150138,.117647,.00150874
99,85,.0132968,.115152,.00157144
99,86,.018580301,.12035,.00174825
99,87,.0171865,.153846,.00185912
101,81,.0306114,.173853,.00122048
101,82,.033168599,.183908,.00125671
101,83,.0284245,.184366,.00124375
101,84,.0300807,.182151,.00126655
101,85,.031583499,.159032,.00136489
101,86,.037706502,.41938999,.00138099
101,87,.0409403,.14993601,.00140045
105,81,.062678702,.255328,.0018434901
105,82,.057928499,.27861401,.00176982
105,83,.0482863,.26691899,.00180387
105,84,.0354481,.30000001,.00181122
105,85,.044592801,.26857099,.00183468
105,86,.050434101,.294377,.00175101
105,87,.051415201,.38139999,.0019561399
107,81,.043450899,.23173501,.00157072
107,82,.046589199,.225263,.00158567
107,83,.048907898,.246113,.00161786
107,84,.0479757,.233999,.0016084
107,85,.045135301,.29541299,.00162322
107,86,.045037299,.306499,.00164649
107,87,.049755201,.21289501,.00168747
109,81,.0149547,.30757299,.00101701
109,82,.0174821,.20784301,.00107406
109,83,.018975001,.23480301,.0011082001
109,84,.019314099,.221963,.00119585
109,85,.0199467,.244344,.00108308
109,86,.0178687,.34625,.0011838001
109,87,.023099501,.162769,.00108043
111,81,.0231378,.32121199,.00086942001
111,82,.0207409,.244652,.00080412999
111,83,.0130077,.352321,.00082327001
111,84,.012742,.38297901,.00089465
111,85,.0144764,.35672501,.00095944997
111,86,.0170996,.24547,.00092963001
111,87,.018304801,.202112,.0011871899
113,81,.0121416,.41767099,.00170665
113,82,.0093529997,.54639202,.00149455
113,83,.0118809,.42570299,.00176544
113,84,.0111992,.53200001,.0015678901
113,85,.0115498,.50190097,.00153704
113,86,.0111381,.233463,.00151686
113,87,.0142071,.179878,.001516
115,81,.0053565502,.3125,.0087043904
115,82,.00365965,1,.01280878
115,83,.00181159,2.75,.01313406
115,84,.00188147,1,.01505174
115,85,.0047948901,.88888901,.016515721
115,86,.0047518499,1,.01689546
115,87,.0055332002,1.09091,.0090543302
117,81,.0127531,.60909098,.00050239998
117,82,.017538499,.272331,.00045851999
117,83,.0145596,.31948099,.00068071001
117,84,.0188914,.26147699,.00049020001
117,85,.017740401,.30736801,.00052288
117,86,.022886701,.24918,.0007879
117,87,.0268723,.37047401,.00119765
119,81,.081649497,.172961,.0018752801
119,82,.089035198,.17590401,.00184682
119,83,.085481897,.17228,.00214716
119,84,.086892903,.16438399,.00181951
119,85,.0874663,.15154099,.00181049
119,86,.091306597,.156771,.00186442
119,87,.098965898,.149094,.0022313499
123,81,.037406702,.430933,.00154573
123,82,.0354991,.46740499,.00148459
123,83,.033320401,.400778,.00168547
123,84,.030204101,.455192,.00158969
123,85,.0321128,.43119299,.00176768
123,86,.0338801,.390212,.00183741
123,87,.0300184,.48743001,.00176086
125,81,.033036198,.31189901,.0017074
125,82,.0295613,.29083699,.00174698
125,83,.026499299,.32991201,.00180677
125,84,.024055099,.298289,.00194087
125,85,.0230652,.350532,.00188904
125,86,.0237337,.288854,.00191881
125,87,.026628699,.269043,.0020097101
127,81,.049504202,.58250397,.00073173997
127,82,.050565001,.45403501,.00074733997
127,83,.043953501,.437832,.00073060999
127,84,.0448501,.38441601,.00071052997
127,85,.0258142,.15545,.00122342
127,86,.025986699,.205056,.00131393
127,87,.029149599,.179616,.0015828901
129,81,.083921798,.21680699,.00206412
129,82,.077738501,.236874,.00203133
129,83,.063498698,.250626,.0021786499
129,84,.066100299,.223792,.00236171
129,85,.070914,.224474,.0024623601
129,86,.076369599,.23369899,.0026113901
129,87,.083498202,.236601,.00255849
131,81,.021844801,.542373,.0012496
131,82,.0202951,.498824,.00085955998
131,83,.0155024,.50304902,.00085074001
131,84,.0137993,.58762902,.00080615003
131,85,.0144598,.77777803,.00099722994
131,86,.0155081,.64184397,.00076991
131,87,.0189848,.68902397,.00121549
133,81,.041820999,.22985099,.00122565
133,82,.040560901,.234742,.00119449
133,83,.039308101,.213348,.00120419
133,84,.0381837,.22490101,.00123038
133,85,.051777501,.239668,.00154605
133,86,.053540401,.24445701,.00152631
133,87,.055128701,.26696,.00154457
135,81,.0570824,.134516,.00219203
135,82,.054080401,.137099,.00179972
135,83,.051653199,.12894601,.00225779
135,84,.0524006,.109684,.0023563399
135,85,.0517818,.106241,.0023066199
135,86,.055426799,.090630502,.0023539399
135,87,.062897198,.092770003,.00233871
137,81,.0127292,.25373101,.00056995999
137,82,.0204753,.233945,.00065746001
137,83,.017568,.111732,.00058887003
137,84,.0106549,.20183501,.00058651
137,85,.0108666,.27118599,.00055254
137,86,.0124818,.277372,.00063775998
137,87,.0126662,.20714299,.00081425998
139,81,.0278244,.62876701,.00163897
139,82,.027246,.52697098,.00158276
139,83,.027039099,.52413797,.0016037
139,84,.029593799,.52988499,.00142867
139,85,.0362156,.408571,.00131066
139,86,.029022999,.42018801,.0011582
139,87,.024347,.52269602,.00167448
141,81,.0287834,.233025,.00102163
141,82,.026745699,.223317,.00096618
141,83,.090710901,.29807699,.01090275
141,84,.0847914,.380952,.03095559
141,85,.060991101,.208333,.035578139
141,86,.163835,.118519,.02912621
141,87,.031461,.238636,.00127115
143,81,.0240664,.58189702,.00093361002
143,82,.0165128,.49068299,.00071795
143,83,.0220282,.47465399,.00091360998
143,84,.0230636,.42920399,.00091846002
143,85,.017413201,.46820799,.00090589002
143,86,.021169201,.247706,.00087395997
143,87,.0265806,.317857,.00085438002
145,81,.028503999,.210651,.0012481
145,82,.037354499,.333929,.0013007401
145,83,.0275623,.389222,.00132035
145,84,.0232703,.411017,.00131471
145,85,.0271005,.38188499,.00136
145,86,.025749501,.37098801,.00135524
145,87,.029985599,.35473299,.0013704
147,81,.051593501,.186197,.00163067
147,82,.058529802,.212658,.00171984
147,83,.05091,.206387,.00192031
147,84,.050871301,.200426,.0020781499
147,85,.052570101,.191107,.00218729
147,86,.0490622,.22882099,.00224529
147,87,.055168599,.221542,.0021887401
149,81,.020953201,.0588235,.0073952298
149,82,.018508799,.17886201,.00165526
149,83,.0160101,.32093,.00163825
149,84,.0137135,.184211,.00115482
149,85,.0136124,.248555,.00157369
149,86,.0117459,.242604,.00132054
149,87,.0164987,.27196699,.0015187101
151,81,.024183501,.26057899,.00099104003
151,82,.024805101,.261915,.00084138999
151,83,.020859901,.25063199,.00109623
151,84,.0215881,.237518,.00117201
151,85,.0255308,.25040799,.00127237
151,86,.0279068,.224068,.00126709
151,87,.0264557,.299198,.0013243
153,81,.037280701,.27684301,.00127659
153,82,.031383,.41036099,.00126217
153,83,.0315881,.35053599,.0012703
153,84,.030115901,.33646199,.00141338
153,85,.028294699,.31990701,.00135884
153,86,.0266522,.32926801,.00140845
153,87,.0317563,.345368,.00138447
155,81,.044161599,.27540499,.0012708399
155,82,.035858698,.30495501,.00131538
155,83,.0283191,.34957099,.00138924
155,84,.028456699,.39025199,.0014839401
155,85,.031180801,.41317499,.0014766901
155,86,.031670101,.44437799,.00145068
155,87,.0312279,.4082,.00145925
157,81,.036025099,.26056999,.00186561
157,82,.031601999,.35278901,.00182117
157,83,.0314258,.28272101,.00181392
157,84,.0266499,.31540099,.00189613
157,85,.0274601,.30782399,.00194886
157,86,.0256915,.29607701,.0019573399
157,87,.030590801,.27828699,.00191777
159,81,.035172999,.28032601,.00167693
159,82,.029224399,.34219,.00166847
159,83,.0287771,.263082,.001672
159,84,.0287943,.251169,.00151277
159,85,.031776998,.230261,.0018555
159,86,.030871101,.233853,.0017418
159,87,.036233,.24359,.00158619
161,81,.0222742,.350703,.00138178
161,82,.0207294,.301406,.00134795
161,83,.0196418,.29803899,.00134797
161,84,.0171226,.39125699,.00136607
161,85,.019835399,.331541,.00126193
161,86,.021899899,.28708899,.0011766599
161,87,.020006999,.482425,.00124824
163,81,.024811599,.23431,.00134958
163,82,.0224186,.244691,.00128343
163,83,.0215107,.32285699,.00131113
163,84,.0191925,.32756799,.00134866
163,85,.0203012,.31182799,.0012899101
163,86,.0172874,.32636499,.00130509
163,87,.0215728,.310987,.00136587
165,81,.047743201,.35955799,.00176942
165,82,.042576302,.39462501,.0017163
165,83,.0421413,.40330699,.00160567
165,84,.0408157,.30361101,.0017144399
165,85,.044005599,.338144,.00169368
165,86,.039164402,.40605599,.00155076
165,87,.050834101,.34067899,.00151382
167,81,.0294232,.403047,.00152821
167,82,.0260284,.395511,.0014505
167,83,.0183428,.38913,.00149533
167,84,.0181909,.46086001,.00152427
167,85,.021895999,.420569,.00154821
167,86,.0213432,.41363201,.00165405
167,87,.023828501,.36227,.00155144
169,81,.0145053,.295688,.00080419
169,82,.016550301,.224199,.00076566997
169,83,.0125903,.238426,.00090346998
169,84,.010994,.36103901,.00077101
169,85,.0092151398,.377709,.00077031
169,86,.0118263,.21531101,.00101853
169,87,.0121033,.34338701,.0010952
171,81,.0189838,.15344401,.00137372
171,82,.0209131,.151017,.00139093
171,83,.023208,.14375401,.00137661
171,84,.0213532,.128736,.00142355
171,85,.023520499,.109944,.00140003
171,86,.020974699,.166014,.0013797
171,87,.024395401,.175649,.00157442
173,81,.0134337,.15151501,.00549562
173,82,.0122786,.16393401,.0056360699
173,83,.016337899,.54878002,.0055788001
173,84,.010373,.403846,.0051865201
173,85,.0047702701,.28947401,.0035149399
173,86,.0090202997,.25,.0027562
173,87,.0139937,.53043503,.0031637901
175,81,.0175623,.306954,.00151617
175,82,.016447401,.372152,.00154064
175,83,.0170197,.326877,.00156598
175,84,.0242597,.16176499,.0066000698
175,85,.018978501,.30866799,.00160494
175,86,.017122099,.26712301,.00168094
175,87,.016493199,.350348,.0016454899
179,81,.028365999,.444444,.0014945
179,82,.0258779,.35424799,.00145123
179,83,.0246299,.25346401,.0015358099
179,84,.025694599,.30460399,.00151307
179,85,.027741199,.35420701,.00149292
179,86,.0314961,.333754,.00155094
179,87,.031872001,.377543,.0014782
181,81,.056367699,.220038,.00156727
181,82,.061768599,.178201,.00149613
181,83,.060523499,.169506,.00166579
181,84,.0534929,.222712,.00162338
181,85,.047063202,.20687699,.00161829
181,86,.062682703,.177352,.00159186
181,87,.072947897,.18258999,.00172948
183,81,.0601894,.17890801,.00183762
183,82,.058343198,.199297,.00188908
183,83,.051283401,.195475,.00193723
183,84,.047203202,.20696899,.0020187199
183,85,.048069902,.188473,.0020254599
183,86,.0530244,.206792,.0020384199
183,87,.056842301,.204216,.00212751
185,81,.0107527,.69999999,.01182796
185,82,.0148936,1.07143,.01276596
185,83,.0105374,1.2,.01264489
185,84,.0151844,1.21429,.01193059
185,85,.0078125,.25,.01367188
185,86,.0045815301,.295775,.00090340001
185,87,.0108703,.19526599,.0012221
187,81,.0338507,.26556,.0011939
187,82,.031245699,.26444399,.00111096
187,83,.0221291,.27329201,.00109958
187,84,.024611,.27011499,.00113154
187,85,.0254524,.263006,.00125055
187,86,.0239377,.352584,.00087311002
187,87,.0345231,.33266899,.0011691099
189,81,.0314674,.181639,.0021744501
189,82,.031696301,.19573601,.00165853
189,83,.0269621,.249154,.0020365999
189,84,.024591399,.254177,.0021128601
189,85,.027184401,.15326101,.00195018
189,86,.028732199,.150769,.0019744199
189,87,.031312998,.16138101,.0022783701
191,81,.0371162,.27055901,.00113953
191,82,.0404994,.27819201,.00114678
191,83,.036536999,.221948,.00124296
191,84,.0330351,.25982299,.00119744
191,85,.0345692,.253968,.0012113201
191,86,.034579299,.210354,.0011934499
191,87,.045889501,.17225701,.00122733
193,81,.0192107,.39000899,.00092601997
193,82,.0240456,.33077499,.00097324001
193,83,.022003399,.350189,.00099638
193,84,.017173501,.342967,.00097614003
193,85,.018094501,.356682,.00100062
193,86,.019450501,.34100601,.00121047
193,87,.0235277,.26605499,.00117887
195,81,.0631212,.223671,.00175689
195,82,.0588861,.276907,.00178395
195,83,.057342201,.231103,.0017866
195,84,.0551157,.156901,.00192517
195,85,.023643199,.24697,.0042987601
195,86,.030095,.208738,.0043097199
195,87,.031397302,.201397,.0044592302
197,81,.0178621,.158915,.00083079003
197,82,.0180711,.229167,.00092408998
197,83,.0155747,.226667,.00107292
197,84,.0136619,.204188,.00110869
197,85,.0130857,.180556,.00105412
197,86,.012874,.112676,.0010879399
197,87,.0141928,.20759501,.00118573
